Ages Used,Actual Height at 18,Predicted Height at 18,MAE
"(9.0, 10.0, 12.0, 13.0, 14.0, 17.0)",172.5786765,175.1209559,2.973897059
"(9.0, 10.0, 12.0, 13.0, 15.0)",172.5786765,176.4742647,4.739705882
"(9.0, 10.0, 12.0, 13.0, 15.0, 16.0)",172.5786765,175.3264706,3.404411765
"(9.0, 10.0, 12.0, 13.0, 15.0, 16.0, 17.0)",172.5786765,174.8029412,2.664705882
"(9.0, 10.0, 12.0, 13.0, 15.0, 17.0)",172.5786765,174.9897059,2.822058824
"(9.0, 10.0, 12.0, 13.0, 16.0)",172.5786765,175.4007353,3.597058824
"(9.0, 10.0, 12.0, 13.0, 16.0, 17.0)",172.5786765,174.8474265,2.790808824
"(9.0, 10.0, 12.0, 13.0, 17.0)",172.5786765,175.1709559,3.059926471
"(9.0, 10.0, 12.0, 14.0)",172.5786765,178.9426471,7.288235294
"(9.0, 10.0, 12.0, 14.0, 15.0)",172.5786765,177.0397059,5.253676471
"(9.0, 10.0, 12.0, 14.0, 15.0, 16.0)",172.5786765,175.3724265,3.369485294
"(9.0, 10.0, 12.0, 14.0, 15.0, 16.0, 17.0)",172.5786765,174.7742647,2.619852941
"(9.0, 10.0, 12.0, 14.0, 15.0, 17.0)",172.5786765,174.9599265,2.781985294
"(9.0, 10.0, 12.0, 14.0, 16.0)",172.5786765,175.4227941,3.447058824
"(9.0, 10.0, 12.0, 14.0, 16.0, 17.0)",172.5786765,174.7904412,2.658823529
"(9.0, 10.0, 12.0, 14.0, 17.0)",172.5786765,175.0367647,2.877941176
"(9.0, 10.0, 12.0, 15.0)",172.5786765,176.8305147,5.313602941
"(9.0, 10.0, 12.0, 15.0, 16.0)",172.5786765,175.2977941,3.420588235
"(9.0, 10.0, 12.0, 15.0, 16.0, 17.0)",172.5786765,174.6952206,2.608455882
"(9.0, 10.0, 12.0, 15.0, 17.0)",172.5786765,174.8786765,2.746323529
"(9.0, 10.0, 12.0, 16.0)",172.5786765,175.2753676,3.608455882
"(9.0, 10.0, 12.0, 16.0, 17.0)",172.5786765,174.7165441,2.712867647
"(9.0, 10.0, 12.0, 17.0)",172.5786765,175.0742647,2.950735294
"(9.0, 10.0, 13.0)",172.5786765,178.9477941,7.527941176
"(9.0, 10.0, 13.0, 14.0)",172.5786765,178.2959559,6.639338235
"(9.0, 10.0, 13.0, 14.0, 15.0)",172.5786765,176.4334559,4.671691176
"(9.0, 10.0, 13.0, 14.0, 15.0, 16.0)",172.5786765,175.2077206,3.219485294
"(9.0, 10.0, 13.0, 14.0, 15.0, 16.0, 17.0)",172.5786765,174.6709559,2.534191176
"(9.0, 10.0, 13.0, 14.0, 15.0, 17.0)",172.5786765,174.8430147,2.673897059
"(9.0, 10.0, 13.0, 14.0, 16.0)",172.5786765,175.2617647,3.282352941
"(9.0, 10.0, 13.0, 14.0, 16.0, 17.0)",172.5786765,174.7213235,2.592647059
"(9.0, 10.0, 13.0, 14.0, 17.0)",172.5786765,174.9349265,2.778308824
"(9.0, 10.0, 13.0, 15.0)",172.5786765,176.3264706,4.626470588
"(9.0, 10.0, 13.0, 15.0, 16.0)",172.5786765,175.1327206,3.193014706
"(9.0, 10.0, 13.0, 15.0, 16.0, 17.0)",172.5786765,174.6194853,2.487867647
"(9.0, 10.0, 13.0, 15.0, 17.0)",172.5786765,174.7900735,2.617279412
"(9.0, 10.0, 13.0, 16.0)",172.5786765,175.1305147,3.324632353
"(9.0, 10.0, 13.0, 16.0, 17.0)",172.5786765,174.6595588,2.590441176
"(9.0, 10.0, 13.0, 17.0)",172.5786765,174.9371324,2.812132353
"(9.0, 10.0, 14.0)",172.5786765,178.9544118,7.472794118
"(9.0, 10.0, 14.0, 15.0)",172.5786765,176.8099265,5.077573529
"(9.0, 10.0, 14.0, 15.0, 16.0)",172.5786765,175.20625,3.225367647
"(9.0, 10.0, 14.0, 15.0, 16.0, 17.0)",172.5786765,174.5694853,2.420220588
"(9.0, 10.0, 14.0, 15.0, 17.0)",172.5786765,174.7433824,2.575
"(9.0, 10.0, 14.0, 16.0)",172.5786765,175.1621324,3.213602941
"(9.0, 10.0, 14.0, 16.0, 17.0)",172.5786765,174.5764706,2.459558824
"(9.0, 10.0, 14.0, 17.0)",172.5786765,174.7794118,2.622058824
"(9.0, 10.0, 15.0)",172.5786765,177.5272059,6.147058824
"(9.0, 10.0, 15.0, 16.0)",172.5786765,175.1602941,3.327205882
"(9.0, 10.0, 15.0, 16.0, 17.0)",172.5786765,174.4665441,2.365808824
"(9.0, 10.0, 15.0, 17.0)",172.5786765,174.5970588,2.455882353
"(9.0, 10.0, 16.0)",172.5786765,175.0400735,3.59375
"(9.0, 10.0, 16.0, 17.0)",172.5786765,174.4165441,2.463602941
"(9.0, 10.0, 17.0)",172.5786765,174.6216912,2.56875
"(9.0, 11.0)",172.5786765,179.1341912,7.671691176
"(9.0, 11.0, 12.0)",172.5786765,179.2022059,7.628676471
"(9.0, 11.0, 12.0, 13.0)",172.5786765,179.4577206,7.929044118
"(9.0, 11.0, 12.0, 13.0, 14.0)",172.5786765,179.0161765,7.301470588
"(9.0, 11.0, 12.0, 13.0, 14.0, 15.0)",172.5786765,177.0363971,5.228308824
"(9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0)",172.5786765,175.4996324,3.472426471
"(9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0)",172.5786765,174.8926471,2.733088235
"(9.0, 11.0, 12.0, 13.0, 14.0, 15.0, 17.0)",172.5786765,175.06875,2.908455882
"(9.0, 11.0, 12.0, 13.0, 14.0, 16.0)",172.5786765,175.5404412,3.552205882
"(9.0, 11.0, 12.0, 13.0, 14.0, 16.0, 17.0)",172.5786765,174.9330882,2.798529412
"(9.0, 11.0, 12.0, 13.0, 14.0, 17.0)",172.5786765,175.19375,3.03125
"(9.0, 11.0, 12.0, 13.0, 15.0)",172.5786765,176.6992647,4.972794118
"(9.0, 11.0, 12.0, 13.0, 15.0, 16.0)",172.5786765,175.4330882,3.464705882
"(9.0, 11.0, 12.0, 13.0, 15.0, 16.0, 17.0)",172.5786765,174.8625,2.730147059
"(9.0, 11.0, 12.0, 13.0, 15.0, 17.0)",172.5786765,175.0540441,2.886397059
"(9.0, 11.0, 12.0, 13.0, 16.0)",172.5786765,175.5106618,3.696691176
"(9.0, 11.0, 12.0, 13.0, 16.0, 17.0)",172.5786765,174.9198529,2.847058824
"(9.0, 11.0, 12.0, 13.0, 17.0)",172.5786765,175.2533088,3.123897059
"(9.0, 11.0, 12.0, 14.0)",172.5786765,179.2926471,7.625735294
"(9.0, 11.0, 12.0, 14.0, 15.0)",172.5786765,177.2761029,5.487132353
"(9.0, 11.0, 12.0, 14.0, 15.0, 16.0)",172.5786765,175.4959559,3.473161765
"(9.0, 11.0, 12.0, 14.0, 15.0, 16.0, 17.0)",172.5786765,174.8191176,2.665441176
"(9.0, 11.0, 12.0, 14.0, 15.0, 17.0)",172.5786765,175.0040441,2.824632353
"(9.0, 11.0, 12.0, 14.0, 16.0)",172.5786765,175.4970588,3.491911765
"(9.0, 11.0, 12.0, 14.0, 16.0, 17.0)",172.5786765,174.8661765,2.713235294
"(9.0, 11.0, 12.0, 14.0, 17.0)",172.5786765,175.1161765,2.947794118
"(9.0, 11.0, 12.0, 15.0)",172.5786765,177.1018382,5.560661765
"(9.0, 11.0, 12.0, 15.0, 16.0)",172.5786765,175.3621324,3.465073529
"(9.0, 11.0, 12.0, 15.0, 16.0, 17.0)",172.5786765,174.7566176,2.652941176
"(9.0, 11.0, 12.0, 15.0, 17.0)",172.5786765,174.9514706,2.788235294
"(9.0, 11.0, 12.0, 16.0)",172.5786765,175.3735294,3.707352941
"(9.0, 11.0, 12.0, 16.0, 17.0)",172.5786765,174.7834559,2.772426471
"(9.0, 11.0, 12.0, 17.0)",172.5786765,175.1577206,3.005514706
"(9.0, 11.0, 13.0)",172.5786765,179.3639706,7.873529412
"(9.0, 11.0, 13.0, 14.0)",172.5786765,178.8147059,7.125
"(9.0, 11.0, 13.0, 14.0, 15.0)",172.5786765,176.8150735,5.019485294
"(9.0, 11.0, 13.0, 14.0, 15.0, 16.0)",172.5786765,175.31875,3.304779412
"(9.0, 11.0, 13.0, 14.0, 15.0, 16.0, 17.0)",172.5786765,174.7323529,2.583088235
"(9.0, 11.0, 13.0, 14.0, 15.0, 17.0)",172.5786765,174.9025735,2.735661765
"(9.0, 11.0, 13.0, 14.0, 16.0)",172.5786765,175.3415441,3.360661765
"(9.0, 11.0, 13.0, 14.0, 16.0, 17.0)",172.5786765,174.7647059,2.631617647
"(9.0, 11.0, 13.0, 14.0, 17.0)",172.5786765,175.0095588,2.852205882
"(9.0, 11.0, 13.0, 15.0)",172.5786765,176.5731618,4.870955882
"(9.0, 11.0, 13.0, 15.0, 16.0)",172.5786765,175.2194853,3.269485294
"(9.0, 11.0, 13.0, 15.0, 16.0, 17.0)",172.5786765,174.6952206,2.559191176
"(9.0, 11.0, 13.0, 15.0, 17.0)",172.5786765,174.8797794,2.704044118
"(9.0, 11.0, 13.0, 16.0)",172.5786765,175.2738971,3.454044118
"(9.0, 11.0, 13.0, 16.0, 17.0)",172.5786765,174.7213235,2.645588235
"(9.0, 11.0, 13.0, 17.0)",172.5786765,175.0330882,2.896323529
"(9.0, 11.0, 14.0)",172.5786765,179.2977941,7.727941176
"(9.0, 11.0, 14.0, 15.0)",172.5786765,177.2246324,5.449632353
"(9.0, 11.0, 14.0, 15.0, 16.0)",172.5786765,175.2915441,3.288602941
"(9.0, 11.0, 14.0, 15.0, 16.0, 17.0)",172.5786765,174.6345588,2.476470588
"(9.0, 11.0, 14.0, 15.0, 17.0)",172.5786765,174.7981618,2.635661765
"(9.0, 11.0, 14.0, 16.0)",172.5786765,175.2716912,3.309191176
"(9.0, 11.0, 14.0, 16.0, 17.0)",172.5786765,174.6518382,2.522426471
"(9.0, 11.0, 14.0, 17.0)",172.5786765,174.8621324,2.689338235
"(9.0, 11.0, 15.0)",172.5786765,177.6279412,6.203676471
"(9.0, 11.0, 15.0, 16.0)",172.5786765,175.2408088,3.365808824
"(9.0, 11.0, 15.0, 16.0, 17.0)",172.5786765,174.55,2.426470588
"(9.0, 11.0, 15.0, 17.0)",172.5786765,174.7080882,2.544117647
"(9.0, 11.0, 16.0)",172.5786765,175.1191176,3.594852941
"(9.0, 11.0, 16.0, 17.0)",172.5786765,174.5268382,2.55625
"(9.0, 11.0, 17.0)",172.5786765,174.7904412,2.690441176
"(9.0, 12.0)",172.5786765,178.8558824,7.419117647
"(9.0, 12.0, 13.0)",172.5786765,179.3202206,7.768014706
"(9.0, 12.0, 13.0, 14.0)",172.5786765,178.7341912,7.017279412
"(9.0, 12.0, 13.0, 14.0, 15.0)",172.5786765,176.6411765,4.819852941
"(9.0, 12.0, 13.0, 14.0, 15.0, 16.0)",172.5786765,175.2419118,3.239705882
"(9.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0)",172.5786765,174.7132353,2.561029412
"(9.0, 12.0, 13.0, 14.0, 15.0, 17.0)",172.5786765,174.8507353,2.673529412
"(9.0, 12.0, 13.0, 14.0, 16.0)",172.5786765,175.3018382,3.301102941
"(9.0, 12.0, 13.0, 14.0, 16.0, 17.0)",172.5786765,174.7411765,2.593382353
"(9.0, 12.0, 13.0, 14.0, 17.0)",172.5786765,174.9805147,2.807720588
"(9.0, 12.0, 13.0, 15.0)",172.5786765,176.3069853,4.590808824
"(9.0, 12.0, 13.0, 15.0, 16.0)",172.5786765,175.1786765,3.224264706
"(9.0, 12.0, 13.0, 15.0, 16.0, 17.0)",172.5786765,174.6757353,2.528676471
"(9.0, 12.0, 13.0, 15.0, 17.0)",172.5786765,174.8426471,2.6625
"(9.0, 12.0, 13.0, 16.0)",172.5786765,175.2639706,3.430882353
"(9.0, 12.0, 13.0, 16.0, 17.0)",172.5786765,174.7316176,2.641911765
"(9.0, 12.0, 13.0, 17.0)",172.5786765,175.0272059,2.872058824
"(9.0, 12.0, 14.0)",172.5786765,178.9378676,7.322426471
"(9.0, 12.0, 14.0, 15.0)",172.5786765,176.8290441,5.038602941
"(9.0, 12.0, 14.0, 15.0, 16.0)",172.5786765,175.1930147,3.182720588
"(9.0, 12.0, 14.0, 15.0, 16.0, 17.0)",172.5786765,174.6275735,2.469485294
"(9.0, 12.0, 14.0, 15.0, 17.0)",172.5786765,174.7805147,2.595955882
"(9.0, 12.0, 14.0, 16.0)",172.5786765,175.2356618,3.254779412
"(9.0, 12.0, 14.0, 16.0, 17.0)",172.5786765,174.6367647,2.5
"(9.0, 12.0, 14.0, 17.0)",172.5786765,174.8617647,2.700735294
"(9.0, 12.0, 15.0)",172.5786765,176.6823529,5.225
"(9.0, 12.0, 15.0, 16.0)",172.5786765,175.1136029,3.209926471
"(9.0, 12.0, 15.0, 16.0, 17.0)",172.5786765,174.5522059,2.427941176
"(9.0, 12.0, 15.0, 17.0)",172.5786765,174.6981618,2.551838235
"(9.0, 12.0, 16.0)",172.5786765,175.0698529,3.441911765
"(9.0, 12.0, 16.0, 17.0)",172.5786765,174.5702206,2.53125
"(9.0, 12.0, 17.0)",172.5786765,174.9036765,2.759558824
"(9.0, 13.0)",172.5786765,178.8253676,7.46875
"(9.0, 13.0, 14.0)",172.5786765,178.0386029,6.404044118
"(9.0, 13.0, 14.0, 15.0)",172.5786765,176.0933824,4.309558824
"(9.0, 13.0, 14.0, 15.0, 16.0)",172.5786765,174.9922794,2.99375
"(9.0, 13.0, 14.0, 15.0, 16.0, 17.0)",172.5786765,174.4889706,2.332352941
"(9.0, 13.0, 14.0, 15.0, 17.0)",172.5786765,174.63125,2.476102941
"(9.0, 13.0, 14.0, 16.0)",172.5786765,174.9955882,3.030147059
"(9.0, 13.0, 14.0, 16.0, 17.0)",172.5786765,174.5058824,2.379411765
"(9.0, 13.0, 14.0, 17.0)",172.5786765,174.7224265,2.543014706
"(9.0, 13.0, 15.0)",172.5786765,175.9352941,4.294852941
"(9.0, 13.0, 15.0, 16.0)",172.5786765,174.9007353,2.935294118
"(9.0, 13.0, 15.0, 16.0, 17.0)",172.5786765,174.4360294,2.286764706
"(9.0, 13.0, 15.0, 17.0)",172.5786765,174.5922794,2.40625
"(9.0, 13.0, 16.0)",172.5786765,174.9176471,3.144117647
"(9.0, 13.0, 16.0, 17.0)",172.5786765,174.4613971,2.372426471
"(9.0, 13.0, 17.0)",172.5786765,174.725,2.573529412
"(9.0, 14.0)",172.5786765,178.7613971,7.312132353
"(9.0, 14.0, 15.0)",172.5786765,176.2952206,4.581985294
"(9.0, 14.0, 15.0, 16.0)",172.5786765,174.8661765,2.893382353
"(9.0, 14.0, 15.0, 16.0, 17.0)",172.5786765,174.3139706,2.158088235
"(9.0, 14.0, 15.0, 17.0)",172.5786765,174.4253676,2.251838235
"(9.0, 14.0, 16.0)",172.5786765,174.8297794,2.908455882
"(9.0, 14.0, 16.0, 17.0)",172.5786765,174.3205882,2.177205882
"(9.0, 14.0, 17.0)",172.5786765,174.4985294,2.316176471
"(9.0, 15.0)",172.5786765,177.3492647,6.006617647
"(9.0, 15.0, 16.0)",172.5786765,174.8213235,2.9625
"(9.0, 15.0, 16.0, 17.0)",172.5786765,174.2011029,2.062867647
"(9.0, 15.0, 17.0)",172.5786765,174.29375,2.125367647
"(9.0, 16.0)",172.5786765,174.7860294,3.385294118
"(9.0, 16.0, 17.0)",172.5786765,174.1408088,2.126102941
"(9.0, 17.0)",172.5786765,174.2959559,2.19375
"(9.0,)",172.5786765,178.9139706,7.530147059
