,child_id,ATV_8,ATV_9,ATV_10,ATV_11,ATV_12,ATV_13,ATV_14,ATV_15,ATV_16,ATV_17,ATV_18,ATT_8,ATT_9,ATT_10,ATT_11,ATT_12,ATT_13,ATT_14,ATT_15,ATT_16,ATT_17,ATT_18
1316,1000059536,1299.583333333333,1356.0,1428.6666666666665,1509.3333333333326,1595.0,1649.9166666666658,1650.0833333333337,1659.9999999999993,1637.3333333333333,1630.8333333333333,1640.5,263.3333333333331,303.66666666666663,349.6666666666667,418.4999999999999,491.91666666666674,513.2499999999997,516.2500000000002,520.9166666666666,543.1666666666667,557.0,567.2500000000002
1318,1000059538,1376.2499999999995,1450.666666666667,1518.5833333333328,1586.8333333333335,1668.333333333333,1737.9166666666656,1737.833333333333,1746.4166666666665,1739.75,1737.5,1742.75,293.33333333333314,334.91666666666674,389.33333333333314,402.66666666666674,511.7500000000001,543.9999999999999,568.5000000000005,597.9166666666667,618.0833333333333,608.3333333333331,613.3333333333334
1319,1000059540,1363.7499999999995,1411.4166666666665,1488.999999999999,1571.3333333333333,1634.1666666666667,1682.416666666666,1709.6666666666679,1717.833333333333,1727.5833333333335,1734.75,1742.75,282.91666666666646,318.1666666666667,356.66666666666663,403.33333333333326,477.5833333333336,533.0833333333333,594.5833333333339,659.1666666666667,695.8333333333333,713.333333333333,686.5000000000002
1320,1000059541,1335.0,1394.1666666666665,1444.9999999999993,1506.6666666666665,1582.5000000000002,1612.4999999999993,1639.1666666666667,1632.2500000000002,1656.6666666666677,1654.5,1670.3333333333346,374.1666666666666,424.1666666666665,472.24999999999983,503.08333333333314,575.0000000000002,628.7499999999995,617.9166666666671,648.4166666666661,630.5000000000002,626.8333333333334,650.8333333333334
1321,1000059542,1284.9999999999995,1345.0,1402.4999999999993,1434.166666666666,1486.2500000000002,1556.0833333333326,1569.8333333333344,1589.3333333333326,1582.6666666666665,1591.2500000000005,1604.9999999999998,270.6666666666665,304.33333333333337,353.4999999999998,369.1666666666665,367.08333333333394,446.9999999999999,473.33333333333394,522.75,541.4166666666669,537.0833333333333,555.7500000000001
1322,1000059543,1414.1666666666665,1464.1666666666667,1515.7499999999993,1583.499999999999,1638.1666666666665,1697.9166666666663,1730.916666666667,1740.8333333333328,1739.3333333333337,1743.1666666666658,1744.583333333333,340.83333333333326,353.00000000000006,388.6666666666665,421.9999999999999,472.5000000000003,546.9999999999999,587.500000000001,667.0833333333333,629.8333333333339,575.5000000000002,605.4166666666666
1323,1000059544,1339.583333333333,1392.9166666666665,1430.416666666666,1494.8333333333328,1554.8333333333335,1634.999999999999,1693.75,1735.916666666666,1746.3333333333337,1750.25,1753.0,311.6666666666665,332.5,362.91666666666663,398.3333333333332,440.5000000000003,507.16666666666686,578.7500000000005,622.3333333333335,651.5,690.25,693.4166666666667
1325,1000059548,1287.499999999999,1306.666666666667,1350.833333333333,1422.5,1520.6666666666663,1574.3333333333335,1580.0000000000002,1596.9999999999986,1582.0000000000002,1583.3333333333333,1589.999999999999,248.33333333333323,268.8333333333335,295.83333333333326,340.8333333333332,377.3333333333335,417.00000000000006,430.83333333333314,432.4999999999999,474.16666666666686,495.66666666666663,497.1666666666664
1326,1000059549,1262.4999999999995,1352.666666666667,1374.3333333333335,1423.3333333333335,1465.8333333333323,1507.166666666667,1577.3333333333335,1628.8333333333326,1654.1666666666677,1661.3333333333333,1668.9999999999993,236.66666666666663,272.00000000000006,288.9999999999999,332.4999999999999,374.16666666666663,377.33333333333326,417.66666666666697,447.1666666666665,511.0,552.8333333333335,563.8333333333334
1329,1000059554,1376.666666666666,1425.833333333334,1517.4999999999995,1585.0,1619.166666666666,1665.833333333334,1668.3333333333333,1656.666666666666,1644.1666666666672,1664.166666666666,1659.166666666666,357.8333333333331,405.1666666666669,453.83333333333314,500.8333333333332,540.8333333333334,550.8333333333333,579.1666666666667,575.833333333333,580.0000000000003,579.9999999999998,585.8333333333333
1331,1000059556,1293.3333333333328,1318.833333333334,1371.6666666666665,1429.166666666667,1514.1666666666665,1593.333333333333,1639.5,1664.1666666666663,1676.5000000000011,1684.4999999999995,1688.6666666666656,279.1666666666665,326.50000000000006,343.9999999999999,399.1666666666665,432.33333333333303,477.49999999999983,527.8333333333335,568.6666666666665,580.8333333333334,597.6666666666663,588.1666666666667
1335,1000059567,1405.0,1464.4999999999995,1525.5000000000002,1598.5,1668.75,1702.0,1726.0000000000007,1733.75,1730.25,1730.999999999999,1731.0,361.25000000000017,417.7499999999999,469.2500000000002,572.4999999999997,628.7500000000001,642.0,677.5000000000002,686.7499999999998,702.75,726.7499999999993,708.25
1336,1000059569,1340.0000000000005,1415.0,1478.7500000000007,1551.0,1605.25,1626.2500000000002,1637.25,1650.4999999999995,1651.9999999999998,1653.9999999999995,1660.0000000000002,355.0000000000001,389.9999999999999,470.00000000000006,539.7499999999999,571.4999999999999,594.25,644.25,657.2499999999999,661.0,659.2499999999991,637.25
1338,1000059571,1332.5,1349.9999999999995,1393.7500000000005,1458.7499999999995,1541.2499999999995,1584.9999999999995,1640.2499999999995,1731.9999999999995,1788.5,1816.2499999999993,1824.0000000000005,271.2500000000001,297.49999999999983,324.5000000000001,345.9999999999999,376.2500000000001,411.7499999999999,489.75,583.4999999999999,625.5000000000001,667.7500000000002,700.0000000000001
1339,1000059572,1395.0,1448.7499999999993,1491.5,1558.7499999999995,1622.25,1655.7500000000002,1669.0,1680.7499999999993,1671.5000000000002,1673.749999999999,1677.0,392.50000000000017,449.2499999999998,522.0000000000001,598.7499999999997,705.5000000000005,741.2499999999998,768.5,828.4999999999998,814.0000000000002,861.7499999999991,860.25
1342,1000059578,1307.5,1349.999999999999,1423.7500000000005,1483.75,1557.5000000000005,1613.7500000000002,1625.5000000000007,1628.7499999999998,1634.2500000000005,1636.2499999999993,1638.7500000000007,262.50000000000006,279.9999999999999,315.0,347.4999999999997,416.2500000000003,474.25,513.5000000000003,552.5,564.4999999999999,565.0,577.5000000000001
1345,1000059581,1302.5,1358.4999999999995,1438.0000000000005,1521.4999999999998,1563.7499999999998,1588.7499999999995,1594.5000000000011,1596.9999999999993,1602.4999999999998,1610.9999999999995,1614.2500000000007,352.5000000000002,428.4999999999999,478.00000000000017,554.4999999999998,575.0000000000002,595.0,598.2500000000002,612.2499999999999,598.5,611.7500000000002,647.5
1346,1000059582,1363.7499999999998,1417.4999999999993,1474.2500000000007,1545.9999999999993,1612.5000000000002,1693.75,1724.0000000000007,1742.4999999999995,1737.5000000000005,1743.9999999999986,1742.0,286.2500000000001,313.7499999999999,347.75000000000017,380.24999999999983,426.0000000000004,484.75,511.0000000000002,556.4999999999999,589.25,595.2499999999993,572.2500000000001
1350,1000059588,1324.9999999999998,1388.3333333333333,1461.333333333334,1543.0000000000005,1635.6666666666658,1710.6666666666667,1729.6666666666667,1747.9999999999998,1756.3333333333335,1763.3333333333333,1768.3333333333333,266.6666666666666,304.9999999999999,345.0000000000001,386.99999999999994,459.99999999999955,529.3333333333329,558.3333333333331,569.6666666666666,586.0,598.3333333333337,562.6666666666666
1352,1000059590,1351.666666666666,1406.6666666666665,1470.0000000000005,1527.0000000000005,1575.6666666666667,1611.6666666666658,1630.3333333333335,1641.0000000000005,1641.0000000000005,1643.3333333333333,1648.0000000000002,276.6666666666666,301.66666666666663,339.00000000000006,386.0000000000001,444.33333333333314,507.6666666666658,552.9999999999999,550.6666666666667,550.0,555.6666666666664,554.6666666666665
1353,1000059592,1349.9999999999995,1413.333333333333,1480.000000000001,1548.333333333333,1623.333333333333,1663.6666666666665,1671.6666666666667,1673.6666666666663,1680.0000000000007,1690.0000000000002,1689.9999999999995,346.6666666666665,399.0,475.0000000000001,541.0000000000002,630.9999999999998,692.6666666666666,702.6666666666667,715.6666666666667,736.6666666666667,811.6666666666663,868.3333333333331
1354,1000059593,1261.333333333333,1310.6666666666665,1362.0000000000002,1418.3333333333335,1485.3333333333328,1555.3333333333323,1599.333333333333,1620.6666666666674,1626.6666666666665,1628.6666666666663,1631.0000000000005,236.66666666666654,270.6666666666666,297.3333333333335,304.0,331.6666666666663,425.3333333333327,483.6666666666663,518.3333333333333,543.3333333333334,584.3333333333333,627.3333333333334
1358,1000059597,1333.3333333333328,1368.3333333333333,1416.6666666666672,1470.0,1558.333333333333,1625.3333333333323,1662.333333333333,1700.9999999999995,1713.6666666666672,1716.6666666666663,1720.0,269.9999999999999,292.33333333333337,309.66666666666686,348.66666666666674,399.333333333333,458.6666666666662,487.9999999999999,502.9999999999998,526.3333333333334,556.3333333333333,580.6666666666667
1359,1000059598,1344.9999999999995,1423.9999999999998,1505.0000000000011,1574.666666666667,1633.333333333333,1664.3333333333326,1682.666666666667,1689.0000000000002,1695.0,1694.9999999999998,1695.0000000000005,273.33333333333326,313.99999999999994,362.6666666666666,426.33333333333354,492.6666666666667,548.6666666666662,588.3333333333331,622.3333333333333,632.0000000000002,642.6666666666663,676.6666666666665
1361,1000059603,1373.333333333333,1433.6666666666663,1490.666666666667,1583.333333333334,1675.9999999999993,1732.3333333333335,1743.3333333333335,1747.0,1750.0000000000007,1759.9999999999998,1759.9999999999995,289.99999999999994,312.66666666666663,347.0000000000001,389.33333333333314,460.6666666666665,518.9999999999997,557.3333333333331,594.6666666666664,621.6666666666667,627.3333333333333,630.3333333333333
1363,1000059605,1349.9999999999993,1419.9999999999998,1491.666666666667,1580.3333333333335,1648.9999999999995,1691.3333333333326,1707.3333333333335,1713.3333333333333,1713.0000000000002,1716.6666666666663,1720.0,271.6666666666665,308.3333333333332,356.6666666666669,420.66666666666686,487.33333333333303,641.9999999999968,770.6666666666688,619.3333333333333,643.3333333333335,668.3333333333333,682.3333333333333
1367,1000059616,1329.1666666666665,1407.5000000000005,1489.1666666666665,1557.083333333334,1609.583333333334,1637.9166666666665,1649.4166666666665,1655.8333333333326,1665.6666666666658,1668.0,1668.0,316.6666666666665,352.5000000000001,399.1666666666665,485.8333333333337,564.5833333333335,632.9166666666671,724.1666666666667,757.1666666666661,756.8333333333334,757.9999999999998,756.7500000000003
1369,1000059621,1240.8333333333335,1295.0000000000005,1362.083333333333,1437.416666666667,1513.333333333334,1582.4999999999995,1621.9166666666663,1629.666666666666,1629.1666666666663,1637.9166666666665,1642.000000000001,244.16666666666666,273.75000000000006,329.0833333333332,366.25000000000006,391.66666666666697,447.0833333333336,492.4166666666666,502.58333333333326,532.2500000000002,556.2499999999999,577.166666666667
1371,1000059625,1260.0,1310.0,1370.0000000000002,1442.5,1500.0,1527.5000000000002,1534.9999999999998,1545.0000000000002,1560.0000000000005,1660.0000000000014,1665.0000000000005,302.5000000000001,330.0000000000001,350.0,469.99999999999955,499.9999999999991,447.5000000000001,482.4999999999999,504.99999999999994,515.0000000000002,522.5,527.5000000000001
1374,1000059630,1267.5,1322.5000000000002,1377.5,1452.5000000000002,1530.0,1587.5000000000005,1619.0,1626.4999999999995,1628.5000000000002,1630.9999999999995,1633.5,229.99999999999997,262.5000000000001,311.49999999999994,360.00000000000006,427.0000000000002,506.9999999999999,558.9999999999999,555.9999999999998,560.4999999999998,600.0000000000003,600.0
1375,1000059631,1312.5,1353.0000000000002,1403.0,1477.5,1577.5000000000005,1635.0000000000005,1654.9999999999998,1667.4999999999998,1670.0000000000005,1673.9999999999993,1677.9999999999995,325.00000000000006,353.00000000000017,395.49999999999994,464.5000000000001,519.4999999999999,535.0000000000002,572.9999999999998,635.9999999999998,673.0000000000001,666.9999999999998,659.0000000000001
1376,1000059634,1275.0,1333.0000000000002,1399.0,1473.9999999999995,1547.0,1594.5000000000005,1620.4999999999995,1630.4999999999995,1634.5000000000005,1638.9999999999995,1640.0,255.00000000000009,283.5000000000001,306.5,347.5,398.50000000000006,425.0000000000001,449.9999999999997,483.0,499.0000000000002,497.5,499.49999999999994
1377,1000059637,1305.0000000000002,1360.0,1422.5,1499.0,1564.0,1597.5,1610.0,1609.9999999999998,1625.0,1639.9999999999995,1640.0,360.00000000000017,415.0000000000001,470.00000000000006,540.0,642.5000000000008,757.5000000000003,857.4999999999997,807.4999999999995,707.5000000000005,725.0000000000005,734.9999999999994
1379,1000059640,1310.0,1371.5000000000005,1437.5,1497.5,1567.0,1636.0000000000005,1675.4999999999995,1682.5,1689.9999999999998,1704.9999999999995,1707.5000000000002,252.49999999999994,282.0000000000001,325.0,366.5000000000001,428.50000000000034,504.5000000000001,553.4999999999998,589.0,617.5,637.5000000000002,652.5
1381,1000059644,1327.5000000000005,1384.0000000000002,1456.5,1537.5,1619.0,1659.0000000000002,1672.5,1676.0000000000002,1673.000000000001,1677.9999999999995,1682.0,275.0000000000001,300.50000000000006,337.99999999999994,406.00000000000006,476.0000000000003,528.5,571.9999999999999,590.9999999999999,567.5000000000005,549.5,568.9999999999999
1382,1000059646,1295.0000000000005,1357.916666666667,1422.9166666666667,1492.5833333333335,1585.4166666666658,1659.166666666666,1693.4166666666658,1701.2499999999989,1708.7500000000005,1715.0000000000005,1715.0000000000005,243.33333333333348,276.91666666666674,314.66666666666663,355.74999999999994,409.3333333333329,466.9166666666665,521.6666666666665,571.8333333333335,596.8333333333335,610.9166666666666,615.6666666666666
1383,1000059648,1430.4166666666677,1516.666666666667,1590.8333333333333,1652.0833333333335,1701.2499999999993,1743.3333333333323,1765.8333333333328,1767.6666666666656,1766.0000000000007,1774.1666666666667,1771.2500000000002,391.25000000000017,433.33333333333326,490.25,566.2500000000002,649.583333333333,670.4166666666665,689.1666666666665,701.2499999999997,683.916666666667,723.8333333333334,728.2500000000005
1386,1000059653,1276.6666666666667,1343.333333333333,1399.9999999999998,1461.6666666666667,1538.333333333333,1621.6666666666663,1673.3333333333333,1698.9999999999995,1701.9999999999998,1711.3333333333337,1716.9999999999993,230.0,249.99999999999997,289.9999999999999,321.6666666666667,356.6666666666667,409.99999999999983,462.6666666666668,504.33333333333337,529.0000000000005,543.0,552.9999999999998
1388,1000059656,1270.0000000000002,1336.3333333333333,1377.3333333333333,1444.0,1527.0,1595.0,1621.666666666666,1633.6666666666665,1638.0000000000002,1638.0000000000007,1637.9999999999989,253.3333333333334,290.66666666666663,317.66666666666646,349.99999999999983,400.6666666666665,462.66666666666634,499.99999999999994,510.6666666666666,564.000000000001,588.0000000000001,598.9999999999998
1389,1000059658,1328.3333333333333,1383.333333333333,1443.333333333333,1505.0000000000002,1581.6666666666665,1646.6666666666665,1661.666666666666,1679.9999999999995,1683.333333333334,1685.333333333334,1687.9999999999993,263.33333333333337,289.3333333333333,310.33333333333326,355.9999999999996,411.9999999999999,460.66666666666663,483.33333333333326,526.3333333333333,535.3333333333334,518.6666666666667,538.3333333333333
1391,1000059666,1316.6666666666665,1376.6666666666665,1440.333333333333,1504.3333333333335,1568.3333333333335,1626.666666666667,1658.333333333333,1627.0000000000005,1648.0000000000007,1676.0,1679.9999999999995,265.66666666666674,288.99999999999994,329.33333333333314,369.33333333333314,436.33333333333326,543.9999999999994,595.3333333333333,599.0000000000001,602.6666666666669,653.6666666666669,642.6666666666662
1392,1000059667,1290.0,1329.9999999999998,1369.9999999999995,1451.6666666666665,1538.333333333333,1598.333333333333,1631.666666666666,1650.0000000000002,1659.6666666666672,1662.0000000000007,1663.999999999999,234.66666666666669,259.99999999999994,283.99999999999994,326.99999999999955,388.3333333333333,423.33333333333337,436.66666666666663,457.3333333333332,475.3333333333334,466.00000000000017,474.99999999999983
1394,1000059669,1351.2499999999995,1414.25,1486.0,1561.2499999999995,1624.9999999999995,1655.0000000000005,1661.5,1662.0000000000002,1662.0000000000005,1662.0000000000005,1661.9999999999993,282.4999999999999,313.25000000000006,358.5,420.49999999999994,481.2499999999999,523.0000000000002,571.75,615.7499999999998,644.0000000000002,650.7500000000001,612.7499999999998
1395,1000060061,1219.9999999999995,1275.0,1331.2499999999995,1393.7499999999995,1473.7499999999995,1521.2500000000007,1563.75,1586.25,1601.250000000001,1605.000000000001,1604.9999999999998,216.24999999999994,235.00000000000003,273.7500000000001,303.74999999999994,370.7499999999999,416.50000000000006,462.50000000000006,493.7499999999998,509.75000000000006,540.0000000000001,542.9999999999999
1396,1000060063,1285.833333333334,1344.9999999999995,1392.5,1502.5000000000005,1570.499999999999,1626.6666666666665,1656.0000000000002,1664.1666666666663,1673.3333333333328,1679.1666666666663,1680.0000000000002,272.5000000000002,309.1666666666665,335.8333333333334,399.99999999999994,443.6666666666666,491.6666666666665,527.5000000000002,542.9999999999999,549.9999999999998,595.9999999999998,592.5
1397,1000060066,1283.3333333333335,1325.8333333333328,1384.5000000000005,1440.833333333334,1501.666666666666,1576.9999999999995,1648.3333333333335,1686.666666666666,1692.8333333333328,1687.166666666666,1697.6666666666665,250.83333333333348,285.8333333333332,308.66666666666674,333.6666666666668,370.4999999999998,418.6666666666664,519.5,599.6666666666664,651.9999999999999,709.9999999999999,725.0000000000002
1398,1000060069,1371.666666666667,1449.166666666666,1489.666666666667,1542.500000000001,1605.333333333333,1673.4999999999998,1703.333333333334,1721.1666666666663,1724.833333333333,1724.9999999999995,1725.0000000000002,302.5000000000001,350.83333333333326,409.83333333333354,455.0000000000001,496.1666666666664,547.9999999999998,607.0000000000002,627.0,637.3333333333331,643.9999999999998,667.5000000000001
1399,1000060070,1280.4166666666663,1340.0,1427.4999999999998,1508.3333333333335,1577.333333333333,1601.3333333333335,1614.0,1624.166666666667,1631.4166666666672,1620.9999999999993,1620.0,227.4999999999999,248.33333333333337,297.6666666666666,358.83333333333326,423.58333333333326,437.25000000000006,486.58333333333314,499.25,531.166666666667,511.99999999999943,529.25
1400,1000060074,1280.0,1349.9999999999995,1379.9999999999995,1433.9999999999995,1509.9999999999995,1599.9999999999995,1624.9999999999998,1670.0,1680.0,1689.999999999999,1694.9999999999995,255.0,274.99999999999994,300.0,321.9999999999999,351.9999999999999,415.9999999999999,483.9999999999998,544.9999999999998,569.0,607.9999999999999,611.9999999999998
1401,1000060075,1280.0,1320.0,1330.0,1402.9999999999995,1423.0,1451.9999999999998,1520.999999999999,1575.0,1603.0,1630.9999999999998,1649.9999999999995,290.00000000000006,332.9999999999999,366.0,462.9999999999999,459.0,406.9999999999999,422.99999999999994,508.0,559.0,609.9999999999999,622.9999999999998
1402,1000060132,1229.9999999999995,1277.5,1335.0,1387.4999999999998,1448.7499999999995,1517.5000000000007,1568.75,1613.7499999999998,1643.7500000000002,1646.2500000000007,1648.749999999999,218.74999999999994,232.49999999999994,257.5000000000001,283.74999999999994,311.74999999999994,368.5000000000003,432.2500000000001,527.4999999999995,577.2500000000001,597.0000000000002,611.4999999999998
1403,1000060163,1310.0,1324.9999999999995,1385.0,1446.0,1503.9999999999995,1586.999999999999,1616.9999999999995,1640.0000000000002,1645.9999999999995,1651.999999999999,1649.9999999999995,300.0,350.0,370.0,399.9999999999999,452.9999999999998,524.9999999999998,585.9999999999998,617.9999999999999,628.5,639.0,678.9999999999999
1404,1000060194,1390.0,1359.9999999999998,1410.0,1464.9999999999995,1524.9999999999995,1609.9999999999989,1679.9999999999995,1714.9999999999995,1728.4999999999995,1741.9999999999993,1745.9999999999995,290.00000000000006,359.99999999999994,420.0,484.99999999999983,532.9999999999998,581.9999999999999,659.9999999999999,782.0000000000001,822.9999999999998,863.9999999999995,870.9999999999995
1408,1000060449,1294.1666666666663,1345.833333333333,1400.4166666666665,1482.916666666666,1567.916666666667,1623.5833333333335,1644.5,1646.0000000000005,1658.8333333333335,1669.1666666666658,1670.0000000000002,238.33333333333323,271.16666666666674,293.2499999999999,345.4166666666665,391.2500000000001,464.66666666666674,497.58333333333326,530.25,544.0000000000001,554.1666666666665,550.4166666666667
1412,1000060585,1328.3333333333335,1374.9999999999995,1467.833333333334,1535.0000000000007,1590.8333333333326,1616.6666666666663,1628.333333333334,1631.6666666666667,1642.8333333333328,1624.1666666666654,1645.0000000000002,315.00000000000017,347.49999999999983,400.5000000000002,445.83333333333337,502.9999999999998,548.8333333333331,602.6666666666667,643.6666666666663,666.6666666666664,678.333333333333,680.0000000000002
1417,1000060598,1343.7499999999998,1377.5,1444.1666666666663,1518.7499999999998,1593.75,1627.5,1639.1666666666665,1653.7499999999995,1645.8333333333335,1649.5833333333328,1663.7499999999998,302.49999999999994,329.75000000000006,364.99999999999994,437.66666666666646,499.91666666666674,523.3333333333335,547.9166666666665,586.6666666666669,553.3333333333333,577.5,570.8333333333333
1418,1000060599,1317.4999999999995,1365.8333333333333,1415.833333333333,1484.1666666666663,1540.4166666666663,1572.5000000000005,1582.3333333333335,1587.5833333333335,1599.0000000000005,1599.9999999999993,1600.0000000000002,347.9166666666666,425.5833333333337,455.83333333333337,580.8333333333331,654.3333333333333,780.0833333333338,813.9166666666669,892.0833333333335,835.7499999999995,839.1666666666665,807.9166666666667
1419,1000060603,1297.4999999999998,1354.9999999999998,1405.8333333333333,1487.9166666666665,1545.4166666666665,1568.3333333333335,1592.0,1609.5833333333335,1612.8333333333337,1646.9166666666665,1622.5,355.41666666666663,389.33333333333337,441.4999999999999,488.1666666666664,536.9166666666666,549.25,541.7500000000001,532.7500000000001,521.0,556.6666666666667,560.0000000000002
1420,1000060604,1242.4999999999995,1256.4166666666667,1300.9999999999998,1329.75,1380.583333333333,1427.1666666666667,1485.9999999999998,1568.9166666666667,1630.083333333334,1639.5833333333326,1662.9166666666665,199.5833333333333,217.41666666666674,286.83333333333314,267.33333333333337,278.75,311.16666666666686,346.99999999999983,409.58333333333314,480.08333333333405,498.8333333333333,527.4999999999999
1421,1000060606,1254.9999999999993,1305.8333333333333,1355.833333333333,1405.8333333333335,1483.333333333333,1567.916666666667,1605.2499999999995,1609.8333333333335,1646.666666666667,1631.6666666666658,1630.0000000000002,237.49999999999991,262.91666666666674,283.33333333333326,307.9166666666666,355.83333333333337,419.5833333333337,446.99999999999994,501.24999999999983,528.0,548.3333333333331,554.5833333333335
1422,1000060607,1335.8333333333326,1412.4166666666667,1479.5,1572.0833333333335,1639.583333333333,1668.8333333333335,1687.5,1705.5,1700.583333333334,1692.6666666666656,1702.0833333333333,359.58333333333326,412.66666666666686,449.0833333333332,501.5,572.9166666666666,574.4166666666666,620.7499999999999,620.4166666666667,665.8333333333338,624.166666666666,583.3333333333334
1423,1000060610,1280.0,1330.9999999999995,1379.0000000000002,1431.9999999999995,1519.9999999999995,1589.9999999999995,1629.9999999999998,1670.0,1669.9999999999998,1669.9999999999995,1669.9999999999995,270.00000000000006,287.9999999999999,341.0,354.9999999999999,429.9999999999999,479.99999999999994,515.0000000000001,550.0000000000002,600.0,614.9999999999998,629.9999999999997
1427,1000060616,1320.0,1370.9999999999995,1404.9999999999998,1469.9999999999995,1519.9999999999995,1602.9999999999995,1639.9999999999995,1659.9999999999995,1640.0,1644.9999999999995,1649.9999999999995,247.99999999999994,291.9999999999999,338.0,375.9999999999999,414.9999999999998,474.99999999999983,494.9999999999998,542.0,577.0,560.9999999999999,559.9999999999999
1429,1000060618,1299.9999999999995,1355.0,1410.0,1464.9999999999995,1539.999999999999,1619.999999999999,1674.999999999999,1689.9999999999995,1705.0,1699.999999999999,1704.9999999999995,240.0,259.99999999999994,288.0,319.99999999999994,369.9999999999999,431.9999999999998,486.99999999999983,527.0,570.9999999999998,560.0,554.9999999999998
1432,1000060621,1330.0,1379.9999999999993,1430.0,1474.9999999999995,1534.9999999999995,1599.9999999999995,1676.999999999999,1697.9999999999995,1720.0,1759.9999999999998,1759.9999999999998,270.00000000000006,307.9999999999999,340.0,350.99999999999994,360.0,396.9999999999999,441.9999999999999,482.00000000000006,510.0,550.0,569.9999999999999
1433,1000060670,1298.7499999999995,1363.7499999999998,1425.0000000000002,1477.5,1527.4999999999995,1579.0000000000005,1642.9999999999995,1674.9999999999998,1661.2500000000002,1681.2500000000005,1689.9999999999993,287.49999999999983,318.7500000000001,373.75000000000017,416.24999999999994,461.74999999999994,489.7500000000002,537.0,577.9999999999997,574.2500000000003,573.7500000000002,567.4999999999998
1435,1000060701,1267.4999999999998,1322.5,1377.5000000000002,1440.0,1514.9999999999998,1565.0,1592.5000000000002,1601.9999999999998,1607.0000000000005,1604.9999999999998,1600.9999999999998,267.5000000000002,315.0000000000001,349.0,394.00000000000006,472.50000000000034,540.0,565.5000000000001,568.4999999999998,558.0000000000002,542.4999999999999,550.0
1436,1000060702,1329.3333333333333,1368.0,1413.333333333333,1476.6666666666667,1573.3333333333333,1656.666666666667,1723.333333333333,1780.333333333333,1806.0000000000002,1823.333333333334,1826.6666666666663,289.99999999999994,308.33333333333326,343.3333333333331,384.6666666666665,425.6666666666666,479.9999999999997,573.3333333333334,679.9999999999997,728.3333333333337,751.6666666666672,756.6666666666665
1438,1000060710,1370.833333333334,1413.9999999999995,1461.666666666667,1520.0000000000005,1571.666666666666,1638.333333333333,1683.333333333334,1723.3333333333326,1734.1666666666665,1743.3333333333326,1749.1666666666667,372.66666666666686,397.3333333333333,450.0000000000003,475.0000000000001,512.9999999999998,550.8333333333333,584.5000000000001,648.3333333333331,676.6666666666665,696.6666666666663,700.0000000000002
1439,1000060716,1314.583333333333,1379.5833333333333,1446.4166666666665,1541.833333333333,1614.1666666666665,1647.5000000000005,1659.1666666666665,1664.583333333333,1669.583333333334,1671.833333333333,1674.7500000000005,282.4999999999999,353.75000000000006,393.9166666666666,462.99999999999994,534.0833333333333,559.2500000000002,584.8333333333333,607.1666666666666,628.2500000000003,639.1666666666665,649.1666666666666
1441,1000060721,1257.4999999999993,1324.1666666666665,1371.25,1430.0,1495.5,1591.7500000000005,1641.25,1663.3333333333335,1669.583333333334,1688.333333333333,1694.5833333333335,200.83333333333326,250.41666666666683,282.4999999999999,321.6666666666665,357.0833333333333,433.3333333333336,492.2499999999998,545.5833333333333,582.0833333333336,566.6666666666661,569.5833333333334
1442,1000060722,1305.8333333333328,1351.25,1419.1666666666665,1509.333333333333,1574.7499999999995,1598.333333333333,1613.75,1619.5833333333337,1610.833333333334,1609.9999999999989,1637.4999999999998,315.83333333333326,347.50000000000006,395.8333333333333,514.583333333333,580.9166666666666,588.7499999999999,582.5833333333333,615.0000000000001,640.9166666666669,672.3333333333334,661.25
1444,1000060724,1305.0,1359.9999999999998,1410.0,1467.4999999999998,1524.9999999999995,1591.9999999999995,1662.9999999999995,1718.0000000000002,1705.0,1704.9999999999998,1759.9999999999998,300.0,309.99999999999994,331.9999999999999,363.49999999999983,394.9999999999998,456.99999999999983,504.9999999999998,562.0,560.0000000000001,560.0,649.9999999999997
1445,1000060725,1290.0,1339.9999999999995,1383.9999999999995,1425.9999999999995,1475.9999999999995,1573.9999999999998,1617.999999999999,1645.0,1650.0000000000002,1639.9999999999995,1639.9999999999995,250.0,279.99999999999994,295.99999999999994,315.99999999999983,375.9999999999999,440.99999999999994,486.99999999999983,525.9999999999998,550.0000000000001,569.9999999999999,564.9999999999998
1446,1000060727,1330.0,1369.9999999999995,1442.0000000000002,1481.9999999999995,1559.9999999999995,1635.9999999999995,1681.9999999999998,1708.0,1689.9999999999995,1699.999999999999,1749.9999999999995,295.0,309.99999999999994,338.0,357.9999999999999,426.9999999999999,483.99999999999983,530.9999999999998,578.0,590.0,629.9999999999997,660.9999999999999
1447,1000060728,1310.0,1400.0,1410.0,1453.9999999999995,1497.999999999999,1589.9999999999995,1639.9999999999995,1689.9999999999995,1699.9999999999995,1699.999999999999,1709.9999999999995,261.0,299.99999999999994,300.0,323.49999999999994,346.9999999999999,379.9999999999999,449.99999999999994,490.0,530.0,550.0,564.9999999999998
1449,1000060731,1295.0,1339.9999999999995,1431.0,1531.9999999999995,1569.9999999999995,1594.999999999999,1605.999999999999,1621.9999999999998,1615.0,1617.4999999999995,1619.999999999999,240.0,279.99999999999994,353.0,406.9999999999999,484.9999999999999,530.0,548.9999999999998,587.9999999999999,594.9999999999998,554.9999999999998,514.9999999999998
