,child_id,ATV_8,ATV_9,ATV_10,ATV_11,ATV_12,ATV_13,ATV_14,ATV_15,ATV_16,ATV_17,ATV_18,ATT_8,ATT_9,ATT_10,ATT_11,ATT_12,ATT_13,ATT_14,ATT_15,ATT_16,ATT_17,ATT_18
8982,1000252323,1440.833333333334,1500.8333333333328,1551.666666666667,1622.5000000000007,1689.166666666666,1739.166666666666,1758.6666666666677,1764.3333333333335,1777.499999999999,1779.999999999999,1777.5000000000002,411.16666666666686,446.1666666666665,526.0000000000005,592.6666666666669,721.3333333333329,754.9999999999998,749.5000000000001,741.3333333333333,719.1666666666665,758.333333333333,780.3333333333335
8987,1000252371,1362.9166666666672,1425.0000000000005,1490.8333333333335,1566.666666666666,1637.9166666666656,1674.916666666666,1692.4999999999998,1711.6666666666665,1722.9166666666674,1727.916666666667,1729.9999999999998,285.41666666666697,311.66666666666674,355.0000000000001,417.9166666666668,468.3333333333331,532.2500000000001,568.3333333333331,602.666666666667,633.0000000000001,628.6666666666667,619.6666666666666
8988,1000252372,1269.9999999999995,1360.0,1435.0,1517.4999999999995,1566.2499999999995,1593.750000000001,1613.5,1627.7499999999998,1641.5000000000002,1656.2500000000007,1656.249999999999,294.9999999999999,411.25000000000034,465.0,537.5,608.75,640.0000000000002,637.5,661.2499999999998,655.0000000000001,672.5000000000002,695.7499999999999
8990,1000252381,1357.5000000000002,1399.9999999999995,1475.0000000000005,1534.9999999999995,1601.2500000000005,1673.7499999999998,1710.0,1742.4999999999998,1749.9999999999998,1749.9999999999986,1752.4999999999995,242.50000000000009,277.4999999999999,282.5000000000001,334.99999999999994,392.50000000000034,435.00000000000006,459.7500000000001,495.7499999999999,518.25,528.25,534.7499999999999
8992,1000252418,1264.9999999999998,1316.666666666667,1387.9166666666665,1475.8333333333335,1536.250000000001,1592.4999999999995,1614.1666666666663,1622.0833333333326,1631.25,1639.9999999999998,1629.5833333333335,230.24999999999994,256.0833333333333,292.4999999999999,328.75000000000017,390.41666666666697,454.5833333333334,487.08333333333337,529.4166666666667,562.9166666666665,572.5000000000001,602.5000000000003
8993,1000252454,1259.583333333333,1320.0,1370.8333333333328,1431.8333333333333,1451.666666666666,1500.666666666667,1541.6666666666665,1557.8333333333335,1559.916666666667,1596.6666666666665,1600.0000000000002,338.74999999999994,409.16666666666697,465.4166666666666,487.4166666666667,508.2499999999999,609.9166666666667,573.1666666666669,597.4166666666665,563.333333333333,550.8333333333329,549.9999999999999
8998,1000252504,1280.0000000000005,1339.9999999999995,1391.6666666666672,1441.6666666666674,1501.666666666666,1568.6666666666663,1623.333333333334,1642.833333333333,1649.999999999999,1650.9999999999993,1658.5000000000005,269.16666666666686,308.33333333333314,335.8333333333334,340.0000000000001,381.6666666666665,431.6666666666664,471.6666666666667,502.9999999999997,544.6666666666665,518.6666666666665,556.1666666666667
9000,1000252524,1408.7499999999998,1481.2499999999995,1545.7500000000005,1607.5,1653.75,1666.4999999999995,1679.9999999999998,1678.9999999999998,1680.2499999999998,1688.9999999999986,1679.0,395.0000000000002,456.24999999999994,529.5000000000002,615.9999999999998,658.0,675.2499999999998,700.5000000000001,706.9999999999997,724.0000000000002,741.7500000000005,776.5000000000002
9003,1000252552,1303.75,1350.8333333333337,1396.6666666666665,1440.833333333334,1499.1666666666665,1562.4999999999998,1601.9166666666658,1626.3333333333328,1647.0833333333326,1649.9999999999998,1654.1666666666674,302.49999999999994,342.9166666666667,387.4999999999999,427.08333333333366,480.9166666666671,541.7500000000002,575.3333333333331,561.4166666666662,548.7499999999998,546.25,561.2500000000001
9004,1000252558,1250.0,1295.0,1338.0,1410.5,1499.5000000000005,1587.0000000000002,1637.5000000000005,1667.4999999999998,1682.5000000000002,1667.4999999999993,1665.0000000000005,202.50000000000009,222.50000000000009,249.0,289.5,350.50000000000045,417.50000000000017,468.99999999999983,499.0,509.00000000000006,493.9999999999997,481.99999999999994
9006,1000252566,1264.9999999999995,1294.1666666666667,1320.8333333333335,1364.166666666666,1447.4999999999995,1518.3333333333335,1559.1666666666663,1554.666666666666,1551.6666666666667,1549.1666666666667,1570.3333333333326,281.6666666666667,345.0000000000001,373.3333333333332,411.66666666666606,529.9999999999998,576.6666666666669,561.6666666666665,573.9999999999998,598.0,623.3333333333335,640.3333333333323
9007,1000252583,1353.3333333333326,1419.9999999999998,1473.000000000001,1517.6666666666667,1573.9999999999995,1616.3333333333333,1627.3333333333337,1636.3333333333333,1645.0000000000002,1644.9999999999998,1646.6666666666667,333.33333333333314,336.66666666666663,381.66666666666697,436.66666666666674,433.66666666666663,478.3333333333327,515.9999999999999,524.6666666666665,532.0000000000001,532.3333333333333,526.3333333333331
9012,1000252595,1290.416666666667,1332.083333333334,1388.75,1444.1666666666674,1507.9166666666665,1552.4999999999995,1574.1666666666663,1579.5833333333326,1575.2499999999995,1572.0833333333328,1577.5,269.91666666666674,313.8333333333333,371.24999999999983,431.4166666666671,507.3333333333338,571.0833333333333,599.1666666666665,607.083333333333,625.0000000000001,668.0833333333335,697.3333333333335
9013,1000252605,1399.166666666667,1465.000000000001,1533.3333333333335,1611.2500000000005,1688.333333333334,1748.7499999999995,1774.25,1781.749999999999,1784.1666666666665,1802.4999999999995,1811.666666666667,349.1666666666663,402.5000000000001,474.1666666666665,585.8333333333335,687.2500000000007,799.0000000000005,876.6666666666666,904.0833333333329,905.4166666666665,925.083333333333,934.5000000000002
9014,1000252618,1355.416666666666,1421.25,1499.9999999999995,1610.1666666666658,1614.166666666667,1638.9999999999989,1650.3333333333335,1656.3333333333333,1682.0000000000005,1682.4166666666663,1686.7500000000005,435.41666666666634,503.75000000000006,606.6666666666665,687.6666666666665,778.4166666666673,848.9166666666664,852.5000000000008,906.1666666666669,954.3333333333333,980.3333333333333,983.2500000000001
9015,1000252620,1290.0,1349.166666666666,1432.5000000000007,1482.833333333334,1520.8333333333328,1530.333333333333,1549.3333333333335,1562.9999999999995,1581.6666666666663,1584.999999999999,1585.0000000000005,285.8333333333335,332.4999999999999,367.5000000000001,478.8333333333336,564.1666666666664,655.333333333333,667.666666666667,711.9999999999998,685.9999999999998,727.3333333333331,726.1666666666667
9017,1000252629,1358.3333333333335,1392.916666666667,1456.25,1531.2500000000005,1602.0833333333335,1665.0,1712.5,1721.6666666666654,1714.166666666666,1724.1666666666665,1734.1666666666674,290.4166666666666,313.33333333333337,333.33333333333326,365.8333333333336,420.00000000000045,471.66666666666686,511.25,553.1666666666667,600.8333333333336,634.1666666666666,627.4999999999998
9018,1000252631,1236.6666666666665,1291.6666666666665,1361.6666666666665,1408.3333333333335,1463.3333333333335,1525.0000000000005,1585.0,1628.3333333333333,1653.333333333334,1663.3333333333335,1674.999999999999,245.0,273.3333333333333,301.6666666666665,333.33333333333314,371.66666666666663,395.0,451.33333333333326,512.3333333333333,550.0000000000002,570.0000000000002,548.333333333333
9021,1000252642,1317.499999999999,1391.666666666667,1462.0,1543.3333333333335,1648.3333333333337,1643.3333333333342,1660.8333333333333,1667.499999999999,1680.0000000000005,1679.9999999999993,1679.9999999999993,315.83333333333303,287.5000000000009,508.4999999999998,565.4999999999998,646.6666666666666,696.9999999999999,734.6666666666667,739.9999999999995,710.0000000000002,765.0,795.0
9024,1000252664,1323.7499999999995,1385.0,1444.9999999999998,1508.7499999999995,1577.4999999999998,1636.2500000000005,1653.7499999999998,1669.9999999999995,1675.7500000000007,1680.5000000000005,1682.7499999999993,371.2499999999998,395.0000000000001,453.75000000000017,488.74999999999983,562.4999999999999,558.75,527.4999999999999,535.0,586.5000000000003,629.7500000000002,597.7499999999998
9028,1000252690,1350.0,1421.6666666666665,1489.9999999999995,1538.0000000000002,1607.3333333333333,1665.0,1694.6666666666665,1721.3333333333335,1731.6666666666667,1719.3333333333342,1712.9999999999995,356.66666666666663,414.9999999999999,464.66666666666634,524.6666666666663,615.9999999999994,712.9999999999995,711.9999999999998,797.3333333333333,714.6666666666652,653.3333333333335,681.9999999999997
9029,1000252695,1310.8333333333335,1369.166666666667,1435.8333333333335,1492.4166666666674,1551.8333333333344,1603.333333333333,1619.1666666666663,1634.1666666666663,1640.749999999999,1627.4166666666663,1621.833333333334,265.4166666666666,292.5,322.0833333333332,353.16666666666686,388.41666666666686,424.5833333333335,459.5833333333335,484.58333333333314,494.7499999999999,502.91666666666646,511.16666666666686
9030,1000252697,1292.4999999999995,1339.166666666667,1389.5000000000002,1425.0000000000002,1501.6666666666667,1569.1666666666665,1617.4999999999998,1632.6666666666663,1646.1666666666672,1646.9999999999995,1648.8333333333323,269.16666666666663,295.6666666666668,358.1666666666663,511.0,425.3333333333333,452.99999999999983,486.3333333333336,510.9999999999998,549.6666666666669,543.9999999999998,551.5
9035,1000252720,1402.4999999999998,1464.9999999999995,1536.2499999999995,1618.7499999999995,1688.7499999999993,1727.5000000000005,1738.75,1730.25,1739.0000000000007,1739.2500000000002,1743.2499999999993,318.74999999999994,363.75000000000006,414.0000000000002,449.5,512.5,561.7500000000002,598.25,613.7499999999999,622.0000000000002,613.5000000000002,662.4999999999999
9036,1000252728,1325.0,1395.0000000000002,1456.9999999999995,1519.9999999999995,1578.5,1618.000000000001,1645.0000000000002,1639.9999999999993,1630.0000000000007,1629.9999999999993,1630.0,287.50000000000006,315.00000000000017,354.5,398.50000000000017,456.0000000000004,525.0,565.0,586.9999999999999,624.9999999999997,660.0,659.9999999999998
9038,1000252742,1296.6666666666667,1358.3333333333335,1433.333333333333,1498.6666666666665,1583.333333333333,1646.666666666667,1680.666666666666,1683.3333333333337,1676.666666666667,1678.333333333334,1686.666666666666,216.66666666666663,236.33333333333331,267.33333333333314,303.33333333333314,337.66666666666663,400.9999999999999,459.0000000000001,483.6666666666666,498.0000000000001,511.66666666666674,518.6666666666664
9046,1000252846,1305.8333333333335,1318.7500000000002,1372.0833333333333,1441.2500000000005,1515.000000000001,1581.9999999999995,1643.2499999999998,1680.8333333333321,1687.4166666666663,1694.166666666666,1695.916666666667,242.41666666666663,268.25,301.91666666666663,330.3333333333334,353.3333333333336,401.0833333333334,429.5,446.4166666666668,482.08333333333326,494.08333333333326,505.7500000000001
9047,1000252868,1358.3333333333326,1410.833333333334,1477.0,1546.6666666666665,1599.6666666666665,1627.5000000000005,1649.9999999999995,1650.8333333333326,1655.000000000001,1645.8333333333326,1611.6666666666667,383.33333333333337,443.3333333333336,487.66666666666663,521.1666666666666,633.3333333333333,694.1666666666667,719.8333333333335,743.333333333333,745.0000000000005,795.0000000000014,924.1666666666664
9048,1000252872,1285.0,1348.7499999999995,1416.25,1473.2499999999995,1556.2500000000002,1608.5000000000005,1648.7500000000011,1657.7499999999993,1660.0,1665.0,1677.5000000000002,288.75000000000017,334.9999999999999,360.0000000000001,400.99999999999994,447.7500000000002,496.5000000000001,532.5,574.75,583.7499999999999,601.25,622.5
9050,1000252897,1338.7500000000002,1390.0,1445.8333333333335,1493.7500000000005,1545.000000000001,1594.5833333333328,1621.2499999999995,1621.6666666666658,1612.0833333333321,1621.249999999999,1638.3333333333337,371.24999999999966,450.41666666666663,516.6666666666665,569.166666666667,647.5000000000005,729.1666666666667,803.3333333333335,862.9166666666666,918.0833333333342,964.583333333333,967.8333333333337
9055,1000252933,1290.0000000000002,1349.9999999999995,1401.666666666667,1468.333333333334,1555.0,1611.666666666666,1645.0000000000002,1662.4999999999993,1670.8333333333328,1678.6666666666663,1684.166666666667,302.5000000000001,334.99999999999994,369.16666666666686,445.83333333333337,501.6666666666664,547.4999999999997,542.5000000000001,564.9999999999998,604.9999999999998,613.6666666666664,652.3333333333333
9056,1000252936,1297.4999999999995,1386.25,1460.9999999999995,1529.3333333333335,1556.916666666667,1577.9999999999993,1578.1666666666674,1579.7499999999998,1577.4166666666667,1581.9999999999998,1582.5000000000002,339.58333333333303,401.2500000000001,531.4999999999999,609.8333333333334,688.4166666666669,725.0833333333329,715.6666666666671,721.3333333333328,705.8333333333335,736.4166666666664,731.3333333333335
9057,1000252939,1235.8333333333328,1304.166666666667,1374.1666666666665,1444.1666666666663,1532.4999999999998,1592.2500000000005,1616.2499999999998,1642.7499999999995,1641.3333333333333,1650.1666666666663,1655.5833333333335,250.8333333333333,300.83333333333337,327.91666666666663,405.16666666666663,424.83333333333326,460.83333333333354,498.83333333333326,519.4166666666667,551.2500000000003,567.7499999999999,591.0
9058,1000252941,1321.25,1396.2499999999993,1460.0000000000007,1557.7499999999998,1597.75,1652.75,1676.5000000000005,1703.75,1699.9999999999998,1703.249999999999,1713.4999999999998,305.00000000000006,354.9999999999999,387.75,466.24999999999966,565.7500000000006,636.25,634.2500000000001,636.2499999999998,644.7500000000001,657.7499999999998,647.4999999999999
9059,1000252952,1242.5,1291.5384615384614,1340.0,1392.9090909090905,1434.5000000000005,1525.769230769231,1547.4999999999998,1550.9090909090912,1524.9999999999995,1570.0000000000005,1569.9999999999993,262.50000000000006,279.2307692307692,313.33333333333326,339.6363636363634,394.75000000000034,431.15384615384625,444.666666666667,489.90909090909093,476.99999999999994,484.61538461538464,503.33333333333326
9060,1000252961,1337.5,1385.0000000000005,1447.5,1517.5,1557.4999999999995,1585.0000000000005,1606.4999999999995,1606.4999999999998,1600.0000000000002,1610.0,1617.5,265.0,305.0000000000003,372.00000000000006,432.0,458.99999999999994,479.0000000000002,514.4999999999998,546.0,555.5000000000003,544.0,525.9999999999998
9062,1000252968,1288.333333333334,1341.666666666666,1391.6666666666672,1475.0000000000007,1548.3333333333326,1601.6666666666663,1618.3333333333337,1636.6666666666665,1599.9999999999995,1633.666666666666,1632.8333333333335,286.6666666666669,333.33333333333314,381.66666666666686,480.0000000000001,542.1666666666663,533.5,504.99999999999994,566.6666666666665,528.3333333333333,577.9999999999997,614.1666666666665
9064,1000252985,1379.9999999999998,1426.249999999999,1493.7500000000002,1566.9999999999993,1625.0000000000002,1652.7499999999998,1675.2500000000005,1680.5,1676.7500000000007,1675.4999999999986,1666.2500000000005,335.0,334.99999999999994,402.2500000000001,484.4999999999998,534.7500000000001,542.4999999999999,533.2500000000002,537.4999999999999,539.2499999999999,548.7500000000001,567.5
9065,1000252986,1274.9999999999998,1321.25,1375.4166666666665,1434.9999999999998,1522.4999999999995,1597.833333333334,1633.3333333333333,1648.8333333333333,1654.5833333333333,1650.4166666666663,1654.5833333333337,218.7499999999999,256.66666666666674,287.4999999999999,317.49999999999994,384.1666666666667,467.00000000000034,497.8333333333333,533.0,530.5,518.083333333333,552.75
9066,1000252989,1222.5,1272.4999999999993,1332.5000000000007,1402.5,1422.5,1475.0000000000002,1535.0000000000007,1584.999999999999,1607.5,1629.9999999999998,1632.5000000000002,263.7500000000001,311.24999999999983,332.50000000000006,351.2499999999999,393.7500000000001,429.99999999999994,482.4999999999999,565.25,623.2500000000001,670.0000000000001,700.0000000000001
9067,1000252993,1372.4999999999993,1405.833333333334,1478.0833333333328,1574.4999999999998,1658.5833333333335,1677.583333333333,1695.0000000000002,1696.6666666666658,1713.9166666666674,1703.5000000000002,1719.5833333333337,313.33333333333314,354.9999999999999,414.0,459.9166666666665,481.83333333333337,494.6666666666665,535.1666666666669,539.3333333333333,567.75,596.8333333333334,588.1666666666667
9071,1000253058,1270.8333333333333,1283.7500000000002,1331.2499999999995,1403.4999999999995,1448.0000000000005,1518.6666666666665,1570.8333333333333,1581.3333333333326,1596.1666666666665,1597.7499999999998,1595.0000000000002,235.4166666666666,264.3333333333333,294.1666666666667,342.7499999999999,376.66666666666686,423.0000000000002,491.5000000000003,518.5,516.9166666666666,561.9166666666666,585.5000000000001
9072,1000253069,1351.666666666666,1405.4166666666665,1455.8333333333333,1556.2499999999998,1615.4166666666665,1659.4166666666672,1688.6666666666665,1690.0833333333333,1690.0000000000005,1691.8333333333326,1694.75,321.24999999999994,366.2500000000001,415.8333333333332,493.3333333333333,513.75,614.916666666667,613.9166666666665,615.75,609.5833333333334,613.583333333333,637.8333333333334
9073,1000253073,1346.2499999999993,1420.4166666666665,1484.6666666666656,1538.0,1562.4166666666667,1589.0833333333333,1590.8333333333333,1600.8333333333328,1610.833333333334,1619.9999999999998,1620.4166666666679,382.08333333333314,412.0833333333334,497.0833333333333,573.75,559.3333333333333,547.9166666666663,506.9166666666672,549.1666666666665,540.0000000000002,539.9999999999999,534.5833333333335
9074,1000253074,1357.5000000000005,1426.249999999999,1486.2500000000005,1540.0,1618.75,1689.9999999999998,1738.0000000000002,1748.249999999999,1754.5,1762.7499999999993,1765.0000000000002,330.5,364.9999999999999,422.5,478.7499999999996,551.2500000000003,614.9999999999999,684.0,768.7499999999998,814.25,829.4999999999993,815.5
9075,1000253079,1340.8333333333328,1409.1666666666672,1496.666666666666,1590.333333333333,1645.833333333333,1668.0000000000002,1685.8333333333335,1698.999999999999,1695.333333333334,1701.6666666666663,1699.999999999999,322.49999999999994,397.5000000000002,479.1666666666665,581.6666666666666,620.333333333333,659.9999999999998,724.1666666666663,707.9999999999995,655.3333333333336,700.666666666667,747.1666666666667
9077,1000253107,1248.333333333333,1297.5000000000002,1344.166666666667,1402.5,1481.666666666666,1555.0,1520.833333333334,1603.3333333333328,1620.333333333334,1620.0,1609.166666666666,251.66666666666663,290.00000000000006,322.49999999999994,360.83333333333326,376.16666666666674,430.00000000000006,424.8333333333335,458.1666666666665,504.1666666666669,504.1666666666665,496.66666666666634
9078,1000253109,1340.8333333333328,1405.833333333334,1469.1666666666665,1525.8333333333335,1588.4999999999995,1635.0000000000005,1656.666666666666,1665.8333333333328,1670.3333333333346,1671.9999999999998,1671.9999999999995,327.50000000000006,399.166666666667,454.3333333333333,525.3333333333333,658.333333333333,714.166666666667,712.0,722.3333333333331,719.0000000000002,699.0000000000001,731.3333333333334
9079,1000253110,1213.3333333333335,1269.9999999999998,1325.8333333333335,1405.8333333333335,1483.3333333333326,1536.8333333333328,1549.166666666667,1565.8333333333333,1573.1666666666663,1583.166666666666,1597.5,222.50000000000006,254.16666666666652,264.16666666666674,315.00000000000006,367.4999999999999,392.6666666666665,405.16666666666674,433.6666666666664,454.83333333333314,459.6666666666664,451.66666666666686
9082,1000253141,1367.3333333333333,1452.0000000000002,1513.333333333333,1580.0,1618.3333333333333,1648.3333333333337,1673.333333333333,1693.3333333333335,1816.6666666666688,1751.666666666666,1678.6666666666656,508.0,603.9999999999998,716.6666666666661,838.3333333333326,836.6666666666672,902.9999999999994,981.6666666666665,999.0000000000001,999.0000000000001,999.0000000000002,998.9999999999994
9089,1000253192,1270.0,1329.9999999999995,1370.0,1429.9999999999995,1474.9999999999995,1559.9999999999995,1631.9999999999995,1657.9999999999995,1676.9999999999995,1687.9999999999998,1699.999999999999,235.0,249.99999999999994,250.0,298.99999999999994,317.9999999999999,380.9999999999999,441.9999999999999,483.0000000000001,510.0,530.0,549.9999999999999
9090,1000253200,1383.833333333334,1438.3333333333337,1506.6666666666665,1587.25,1643.749999999999,1694.9999999999995,1722.916666666666,1727.9166666666654,1735.8333333333342,1745.8333333333333,1752.9166666666665,355.00000000000034,412.0833333333334,478.75,581.7499999999998,672.0833333333331,724.4999999999997,729.1666666666663,755.0000000000002,747.9166666666675,707.5000000000001,651.2500000000002
9091,1000253203,1320.0000000000005,1371.666666666666,1413.3333333333335,1453.333333333334,1499.9999999999995,1556.333333333333,1594.3333333333337,1620.8333333333326,1620.8333333333328,1628.3333333333321,1638.333333333334,283.3333333333335,298.33333333333326,329.16666666666686,345.0000000000001,381.1666666666664,411.3333333333333,438.50000000000006,465.4999999999997,503.33333333333314,518.3333333333333,528.3333333333333
9092,1000253204,1297.916666666667,1371.666666666667,1457.5000000000005,1544.5833333333335,1601.5833333333321,1625.1666666666663,1636.249999999999,1638.249999999999,1641.0833333333342,1647.500000000001,1650.0,263.33333333333354,303.3333333333333,360.8333333333333,401.66666666666663,462.4999999999999,517.4999999999999,512.4999999999998,520.9999999999998,547.6666666666667,570.0000000000001,562.5000000000001
9094,1000253222,1316.666666666666,1366.6666666666663,1430.0000000000005,1501.6666666666674,1554.9999999999995,1631.666666666666,1671.666666666667,1686.666666666667,1694.3333333333333,1705.9999999999998,1712.0000000000005,314.9999999999998,351.6666666666665,388.33333333333354,453.33333333333337,513.3333333333328,574.3333333333326,607.3333333333333,628.9999999999999,666.6666666666667,693.6666666666665,725.3333333333331
9095,1000253227,1307.4999999999995,1337.5,1408.7499999999995,1452.5833333333333,1509.166666666666,1561.6666666666667,1610.916666666667,1622.3333333333333,1682.5833333333342,1672.416666666666,1672.8333333333337,268.33333333333326,292.91666666666674,331.6666666666665,336.83333333333337,380.9999999999999,440.9166666666669,489.08333333333326,547.083333333333,562.0833333333335,616.166666666667,618.2499999999999
9097,1000253234,1265.0,1329.9999999999995,1364.9999999999998,1427.9999999999995,1474.9999999999995,1523.9999999999995,1571.999999999999,1586.0,1594.9999999999993,1594.999999999999,1600.999999999999,275.00000000000006,309.99999999999994,314.9999999999999,354.9999999999999,374.9999999999998,461.9999999999999,479.9999999999999,520.0,520.0,558.9999999999999,582.9999999999997
9098,1000253241,1313.333333333333,1357.5000000000002,1449.166666666666,1557.5,1642.5,1672.4999999999995,1694.1666666666663,1638.333333333333,1727.9166666666667,1704.5833333333333,1700.8333333333337,222.4999999999999,254.16666666666677,306.66666666666674,383.33333333333314,422.5000000000001,453.33333333333326,499.1666666666674,594.1666666666661,532.5,561.2500000000001,574.1666666666669
9099,1000253248,1350.0,1400.0,1449.9999999999995,1519.9999999999995,1586.999999999999,1666.999999999999,1673.9999999999995,1680.0000000000002,1709.9999999999998,1709.9999999999995,1704.9999999999995,420.0,469.99999999999994,520.0,563.9999999999997,619.9999999999999,691.9999999999998,733.9999999999998,797.0,756.0,660.9999999999999,719.9999999999999
9102,1000253263,1388.3333333333337,1462.499999999999,1537.5000000000005,1608.3333333333342,1657.4999999999995,1677.5000000000005,1675.8333333333333,1683.3333333333328,1684.9999999999993,1684.9999999999993,1689.1666666666672,319.1666666666668,345.83333333333314,400.00000000000034,465.8333333333334,495.33333333333314,508.1666666666665,533.3333333333335,536.3333333333333,555.1666666666666,570.6666666666665,563.8333333333335
9103,1000253280,1327.4999999999995,1390.0,1439.9999999999995,1473.9999999999998,1527.0,1582.500000000001,1629.7500000000005,1648.4999999999993,1672.7500000000005,1680.0000000000005,1683.7499999999995,312.5,357.50000000000006,407.5000000000001,452.99999999999983,493.9999999999998,549.7500000000005,598.7500000000002,634.0,640.5000000000001,664.0000000000001,700.4999999999999
9105,1000253307,1343.3333333333335,1396.6666666666665,1447.6666666666665,1514.6666666666667,1574.666666666667,1640.6666666666665,1674.9999999999998,1683.333333333333,1688.333333333334,1700.0000000000002,1708.3333333333323,260.00000000000006,269.99999999999994,300.6666666666664,359.9999999999996,397.9999999999999,449.9999999999997,490.6666666666665,502.66666666666663,518.666666666667,556.0,563.6666666666665
9109,1000253318,1364.9999999999995,1425.0,1487.2499999999998,1549.4999999999998,1606.2499999999995,1662.7500000000007,1707.0,1738.0,1733.7500000000007,1730.0000000000002,1729.9999999999993,372.4999999999999,407.4999999999999,446.0000000000001,496.9999999999999,543.7499999999999,602.2500000000003,619.4999999999999,657.4999999999997,670.0,662.5000000000001,667.4999999999998
9110,1000253322,1280.0,1320.0,1379.9999999999995,1419.9999999999995,1470.9999999999998,1538.9999999999995,1609.9999999999989,1654.0000000000002,1664.4999999999995,1674.999999999999,1674.999999999999,240.0,270.0,300.0,305.99999999999983,354.9999999999999,377.9999999999999,437.9999999999999,454.99999999999994,479.9999999999999,504.9999999999998,510.9999999999998
9111,1000253330,1286.666666666666,1381.6666666666665,1509.1666666666667,1552.0833333333333,1623.75,1654.7500000000005,1675.3333333333335,1689.833333333333,1691.9166666666667,1690.1666666666658,1703.7499999999995,285.8333333333333,326.6666666666668,362.99999999999994,429.25,477.1666666666668,558.9166666666672,589.8333333333333,611.25,615.7500000000002,617.8333333333331,604.2500000000002
9114,1000253337,1352.9166666666658,1419.166666666667,1452.5,1502.666666666667,1556.5,1613.25,1667.5,1697.6666666666674,1690.8333333333337,1703.749999999999,1709.583333333333,321.24999999999994,359.83333333333337,392.33333333333326,426.1666666666666,458.33333333333326,472.00000000000006,488.58333333333337,526.6666666666666,548.3333333333336,559.1666666666665,581.0833333333333
9116,1000253342,1359.166666666667,1426.6666666666665,1489.1666666666663,1545.0,1604.9999999999995,1655.0833333333326,1682.916666666666,1701.6666666666656,1710.0000000000007,1718.7500000000002,1719.7499999999998,363.33333333333354,426.9999999999999,483.25,539.9166666666665,582.7499999999995,601.5833333333333,570.2499999999995,556.25,573.7500000000002,603.3333333333335,601.9166666666667
9117,1000253355,1294.583333333333,1349.583333333333,1404.166666666666,1456.5,1532.75,1587.0833333333326,1611.2500000000007,1626.2499999999995,1640.8333333333337,1649.9166666666663,1649.5,302.9166666666665,337.08333333333326,364.1666666666665,417.83333333333337,505.25000000000006,520.4999999999997,540.7500000000006,584.5833333333334,612.8333333333334,611.75,621.0
9118,1000253369,1299.9999999999995,1358.3333333333333,1418.333333333334,1482.0,1532.9999999999995,1573.3333333333328,1594.666666666667,1617.9999999999998,1636.6666666666667,1646.9999999999995,1641.0000000000005,246.66666666666654,281.6666666666666,363.3333333333335,417.33333333333326,388.33333333333303,432.9999999999995,483.6666666666663,544.6666666666667,566.6666666666669,574.3333333333333,557.0
9119,1000253370,1244.9999999999998,1303.3333333333333,1360.0000000000005,1421.3333333333335,1474.0,1499.9999999999993,1516.6666666666665,1537.3333333333335,1563.333333333334,1569.9999999999995,1569.9999999999998,273.33333333333314,340.0,400.0000000000002,451.6666666666668,484.33333333333314,513.9999999999995,551.9999999999997,582.6666666666666,586.6666666666667,600.0,606.6666666666665
9122,1000253412,1308.3333333333326,1364.1666666666665,1346.6666666666663,1540.9999999999995,1599.9999999999995,1622.5000000000002,1635.166666666667,1636.666666666666,1642.5000000000002,1652.833333333333,1646.6666666666665,291.99999999999983,332.50000000000017,381.33333333333314,491.16666666666663,516.8333333333331,568.3333333333335,587.666666666667,627.4999999999998,630.8333333333336,606.6666666666664,590.9999999999998
9124,1000253419,1304.9999999999995,1363.333333333333,1405.416666666666,1469.166666666666,1522.0833333333333,1602.0833333333326,1626.6666666666674,1644.9999999999993,1647.0833333333335,1668.333333333333,1652.083333333334,337.91666666666646,374.16666666666663,422.49999999999983,452.91666666666663,491.2500000000002,565.4166666666667,630.5000000000009,695.0000000000001,739.9166666666666,750.4166666666667,754.5833333333335
9126,1000253423,1266.666666666666,1334.1666666666667,1399.583333333333,1473.7500000000005,1556.083333333333,1564.8333333333333,1583.3333333333333,1585.0,1594.1666666666672,1595.9166666666658,1604.2500000000005,294.1666666666665,290.83333333333337,317.49999999999994,374.9999999999999,416.66666666666674,447.5000000000001,459.16666666666663,487.50000000000006,508.3333333333334,500.8333333333329,532.0833333333335
9127,1000253439,1299.9999999999995,1355.0,1419.9999999999995,1480.999999999999,1584.9999999999995,1641.9999999999998,1672.9999999999998,1670.0,1659.9999999999995,1659.999999999999,1659.999999999999,265.0,279.99999999999994,325.9999999999999,377.9999999999999,434.9999999999998,506.9999999999999,524.9999999999998,540.0000000000002,557.0,585.9999999999998,532.9999999999998
9128,1000253446,1291.2499999999995,1317.916666666667,1385.083333333333,1490.916666666667,1547.6666666666663,1605.1666666666667,1642.0833333333333,1649.5833333333335,1650.0000000000002,1649.999999999999,1654.5833333333337,258.08333333333326,301.25000000000006,325.16666666666663,393.91666666666663,423.83333333333326,477.33333333333354,512.25,556.2499999999999,578.3333333333335,578.1666666666664,570.6666666666667
9132,1000253459,1278.333333333333,1331.666666666666,1383.3333333333337,1446.6666666666665,1524.9999999999995,1583.3333333333328,1609.9999999999995,1628.333333333333,1623.3333333333335,1621.333333333333,1622.6666666666663,211.66666666666657,231.3333333333333,252.66666666666674,283.33333333333337,328.99999999999983,382.3333333333327,423.6666666666665,456.66666666666663,480.00000000000017,476.66666666666674,473.6666666666666
